Date,Max. Demand (Generation end) MW,Max. Demand (Sub-station end) MW,Highest Generation (Generation end) MW,Minimum Generation (Generation end) MW,Day-peak Generation (Generation end) MW,Evening-peak Generation (Generation end) MW,Evening Peak Load-shed (Sub-station end) MW,Water Level of Kaptai Lake at 06:00 AM ft,Rule Curve ft,Maximum Temperature in Dhaka (C),Total Gas Supplied MMCFD,Total Energy (Generation + India Import) MKWh,Dhaka (Demand at Evening Peak),Mymensingh (Demand at Evening Peak),Chattogram (Demand at Evening Peak),Sylhet (Demand at Evening Peak),Khulna (Demand at Evening Peak),Barishal (Demand at Evening Peak),Rajshahi (Demand at Evening Peak),Rangpur (Demand at Evening Peak),Cumilla (Demand at Evening Peak)
29.01.18,8251.00,7803.00,8251.00,4811.00,6576.80,8251.00,0.00,98.87,97.60,24.6,883.78,153.87,2752,581,898,301,968,173,907,559,664
30.01.18,8231.00,7663.00,8231.00,4847.00,6752.70,8231.00,0.00,98.87,97.60,25,852.58,154.25,2749,580,851,307,942,172,871,567,624
31.01.18,8186.00,7675.00,8186.00,4896.00,6788.40,8186.00,0.00,98.67,97.00,25.6,879.91,154.89,2749,580,850,313,951,177,847,581,627
01.02.18,8162.00,7640.00,8162.00,4928.00,6870.50,8162.00,0.00,98.56,96.86,25.5,861.41,155.82,2761,587,835,305,911,172,861,554,654
02.02.18,7262.00,6793.00,7262.00,4415.00,5739.50,7262.00,0.00,98.46,96.86,28.0,823.65,136.05,2215,530,762,290,865,164,806,523,638
03.02.18,8109.00,7621.00,8109.00,4557.00,6632.10,8109.00,0.00,98.35,96.58,25.5,941.34,146.68,2718,539,868,304,922,172,866,565,667
04.02.18,8139.00,7659.00,8139.00,4842.00,6511.60,8139.00,0.00,98.23,96.58,28.6,854.84,151.67,2721,581,836,312,919,174,901,548,667
05.02.18,8247.00,7730.00,8247.00,4794.00,6798.20,8247.00,0.00,98.11,96.30,28.7,844.42,155.98,2847,539,837,314,934,172,920,545,622
06.02.18,7976.00,7548.00,7976.00,4871.00,6500.40,7976.00,0.00,97.99,96.16,28.4,835.02,152.32,2633,578,840,280,934,175,891,554,663
07.02.18,8258.00,7703.00,8258.00,4989.00,6956.70,8258.00,0.00,97.87,96.16,28.3,824.58,157.48,2841,563,920,300,916,178,867,469,649
08.02.18,8115.00,7593.00,8115.00,5192.00,7184.20,8115.00,0.00,97.59,95.88,28.2,816.21,158.62,2640,587,862,302,937,182,900,523,660
09.02.18,7449.00,6946.00,7449.00,5074.00,5831.00,7449.00,0.00,95.56,95.74,28.6,844.84,143.04,2345,550,789,296,807,171,827,540,621
10.02.18,8144.00,7580.00,8144.00,4943.00,6783.50,8144.00,0.00,97.45,95.88,28.5,876.14,154.61,2691,577,880,310,818,180,899,551,674
11.02.18,8032.00,7577.00,8032.00,5002.00,6843.30,8032.00,0.00,97.34,95.46,27.8,892.26,155.82,2646,562,846,305,910,179,913,541,675
12.02.18,8165.00,7713.00,8165.00,5042.00,6882.00,8165.00,0.00,97.22,95.46,29.8,921.98,157.18,2757,580,889,314,907,161,922,557,626
13.02.18,8421.00,8045.00,8421.00,5083.00,7198.00,8421.00,0.00,97.10,95.32,29.5,950.10,160.97,2996,547,895,316,960,172,914,573,672
14.02.18,8419.00,7920.00,8419.00,5187.00,6831.70,8419.00,0.00,97.10,95.04,28.4,888.42,158.92,2876,610,901,313,979,176,912,532,621
15.02.18,8288.00,7926.00,8288.00,5267.00,7155.20,8288.00,0.00,96.86,94.90,27.8,881.92,160.48,2866,604,903,308,957,168,909,538,673
16.02.18,7455.00,6965.00,7455.00,5138.00,5743.20,7455.00,0.00,96.75,94.90,28.6,843.67,141.64,2367,570,747,275,869,158,851,481,647
17.02.18,8158.00,7703.00,8158.00,4909.00,6790.10,8158.00,0.00,96.56,94.62,28.3,935.93,155.71,2785,577,839,308,946,174,876,525,673
18.02.18,8465.00,7983.00,8465.00,5131.00,7052.80,8465.00,0.00,96.44,94.48,28.9,983.90,161.21,2903,598,875,292,972,164,923,562,694
19.02.18,8551.00,8126.00,8551.00,5258.00,7079.80,8551.00,0.00,96.29,94.48,30.2,911.35,162.93,3031,585,890,293,961,168,925,565,708
20.02.18,8553.00,7989.00,8553.00,5337.00,7364.80,8553.00,0.00,96.29,94.20,30.8,900.89,167.22,2918,607,866,291,953,171,911,579,693
21.02.18,7631.00,7134.00,7631.00,5303.00,6040.80,7631.00,0.00,96.94,94.20,31.1,883.09,141.05,2392,552,688,299,904,176,897,545,681
22.02.18,8508.00,7984.00,8508.00,4916.00,7176.70,8508.00,0.00,95.79,93.90,31,938.13,160.78,2929,535,879,314,965,185,903,550,724
23.02.18,7980.00,7407.00,7980.00,5485.00,6044.80,7980.00,0.00,95.55,93.75,31.6,919.89,159.78,2622,533,801,300,944,172,815,502,718
24.02.18,8848.00,8336.00,8848.00,5323.00,7205.00,8848.00,0.00,95.39,93.60,32.5,982.30,166.00,3190,600,870,323,943,186,916,559,749
25.02.18,8763.00,8279.00,8763.00,5878.00,7547.80,8763.00,0.00,95.17,93.60,33.6,897.19,176.02,3249,607,942,316,847,179,870,521,748
26.02.18,8060.00,7622.00,8060.00,2515.00,6045.00,8060.00,0.00,95.17,93.60,30.7,844.85,139.74,3130,373,876,281,963,173,612,511,703
27.02.18,8768.00,8270.00,8768.00,5181.00,7017.10,8768.00,0.00,95.17,93.15,31.0,894.32,164.95,3157,518,936,321,994,183,879,549,733
28.02.18,8794.00,8322.00,8794.00,5824.00,7444.30,8794.00,0.00,94.66,93.00,31.8,916.00,174.19,3217,544,924,291,990,185,882,543,746
01.03.18,8835.00,8290.00,8835.00,5843.00,7467.00,8835.00,0.00,94.42,93.00,31.5,930.61,174.32,3238,548,888,325,976,183,882,548,702
02.03.18,8316.00,7734.00,8316.00,5973.00,6246.60,8316.00,0.00,94.42,93.00,32.6,927.11,159.66,2725,581,893,308,978,179,870,516,684
03.03.18,9262.00,8722.00,9262.00,5777.00,6941.00,9262.00,0.00,94.24,92.68,33.8,982.58,174.47,3340,622,972,316,987,197,950,561,777
04.03.18,9032.00,8399.00,9032.00,6553.00,7822.30,9032.00,0.00,94.24,92.36,34.5,941.08,194.64,3358,524,936,353,975,205,822,526,700
05.03.18,9015.00,8464.00,9015.00,6859.00,8116.00,9015.00,0.00,93.89,92.20,33.4,915.51,191.25,3326,591,971,338,966,180,834,480,778
06.03.18,9307.00,7926.00,9307.00,6637.00,8109.20,9307.00,0.00,93.89,92.20,33.4,931.37,189.62,2650,591,944,333,983,196,900,526,803
07.03.18,9431.00,8839.00,9431.00,6689.00,8057.40,9431.00,0.00,93.62,91.88,32.3,966.83,189.94,3383,577,1010,343,1017,181,974,567,787
08.03.18,9241.00,8835.00,9241.00,6252.00,7776.00,9241.00,0.00,93.62,91.72,32,890.04,183.78,3367,583,982,345,1064,173,967,578,776
09.03.18,8306.00,7832.00,8306.00,6066.30,6335.10,8306.00,0.00,93.62,91.72,32.2,857.27,167.30,2803,592,861,285,929,170,926,524,742
10.03.18,9249.00,8745.00,9249.00,5829.00,7095.20,9249.00,0.00,93.62,91.72,32,928.64,176.03,3204,651,980,351,1041,186,952,588,792
11.03.18,9454.00,9020.00,9454.00,6256.00,7927.90,9454.00,0.00,92.91,91.40,33.6,983.38,182.50,3402,679,1021,336,1053,184,968,564,813
12.03.18,9533.00,9071.00,9533.00,6364.00,7946.00,9533.00,0.00,93.62,91.72,34,958.74,183.57,3514,620,1003,351,1107,199,975,542,760
13.03.18,9616.00,9117.00,9616.00,6645.00,8237.70,9616.00,0.00,93.62,91.72,34.2,943.55,192.63,3528,600,1014,305,1085,189,1008,571,817
14.03.18,9494.00,8980.00,9494.00,6524.00,8080.90,9494.00,0.00,92.36,90.76,34.2,943.98,185.94,3441,637,1020,347,997,200,889,597,852
15.03.18,9715.00,9034.00,9715.00,6896.00,8200.00,9715.00,0.00,92.24,90.76,32.9,986.53,190.18,3425,574,912,347,1111,204,1000,577,884
16.03.18,8842.00,8340.00,8842.00,6548.00,6540.00,8842.00,0.00,70.00,90.44,31.5,944.90,177.74,3003,639,840,308,1041,174,961,566,808
17.03.18,9467.00,8929.00,9467.00,6538.00,8038.20,9467.00,0.00,91.97,90.44,33.9,983.21,190.51,3337,645,965,354,1081,183,968,563,833
18.03.18,9939.00,9316.00,9939.00,6918.00,8223.10,9939.00,0.00,91.97,90.44,34.6,955.62,198.83,3464,661,986,363,1157,213,1023,576,873
19.03.18,10084.00,9466.00,10084.00,7140.00,8155.30,10084.00,0.00,91.75,89.96,34.4,976.88,199.69,3611,621,1062,363,1138,202,1017,591,861
20.03.18,9578.00,9131.00,9578.00,7079.00,8325.00,9578.00,0.00,90.63,89.96,34,933.31,198.49,3441,640,1005,358,1068,197,1000,599,823
21.03.18,9641.00,9045.00,9714.00,7029.00,8402.00,9714.00,0.00,90.63,89.64,34.6,934.64,196.77,3460,625,983,357,1093,198,918,587,824
22.03.18,9819.00,9227.00,9819.00,7219.00,8476.90,9819.00,0.00,91.35,89.64,33.1,977.29,206.88,3549,608,1008,371,1118,206,1007,559,801
23.03.18,9344.00,8714.00,9344.00,6897.80,7267.90,9344.00,0.00,91.97,90.44,33.6,953.32,188.23,3185,638,886,365,1105,195,957,575,808
24.03.18,9470.00,8910.00,9470.00,7308.00,8147.00,9470.00,0.00,91.97,89.16,33.5,1004.40,199.83,3612,576,945,363,992,208,919,538,757
25.03.18,8962.00,8397.00,9190.00,7716.00,8408.90,8962.00,0.00,90.78,89.16,33.7,966.78,200.48,3459,562,878,364,950,215,836,456,677
26.03.18,8654.00,8126.00,8654.00,6738.70,7440.30,8654.00,0.00,90.78,89.16,33.5,863.86,182.76,2837,566,867,221,1109,213,931,583,799
27.03.18,9318.00,8736.00,9318.00,6112.00,7897.00,9318.00,0.00,90.78,88.68,33.9,917.10,186.66,3374,604,1001,336,1029,183,916,547,746
28.03.18,9306.00,8702.00,9306.00,7497.00,8117.40,9306.00,0.00,90.15,88.68,36.1,928.73,198.97,3413,639,950,358,962,192,915,519,754
29.03.18,9147.00,8630.00,9147.00,7250.00,8330.00,9147.00,0.00,90.15,88.51,33.5,917.48,197.04,3567,315,993,363,1008,213,899,499,773
30.03.18,5487.00,5294.00,7815.00,6062.20,6315.20,5487.00,0.00,89.76,88.34,29.1,748.43,148.06,2325,335,493,84,664,104,725,374,190
31.03.18,8314.00,7772.00,8314.00,1774.00,4893.40,8314.00,0.00,89.59,88.34,28.9,912.38,132.07,3034,491,943,280,948,180,780,438,678
01.04.18,9147.00,8563.00,9147.00,5696.00,7359.10,9147.00,0.00,89.59,88.34,34.2,932.62,171.56,3309,593,1014,337,902,213,856,517,822
02.04.18,9258.00,8755.00,9258.00,5910.00,7658.50,9258.00,0.00,89.59,88.34,30,888.34,179.08,3295,563,1038,354,1024,189,923,549,820
03.04.18,9350.00,8774.00,9350.00,6551.00,8216.20,9350.00,0.00,89.59,87.40,34.2,906.20,196.31,3429,604,889,338,1037,182,937,563,795
04.04.18,9248.00,8569.00,9248.00,7014.00,7969.20,9248.00,0.00,88.63,87.20,34,909.48,192.14,3333,502,1048,374,976,174,901,515,746
05.04.18,7443.00,7167.00,8386.20,7322.00,8361.20,7443.00,0.00,88.19,87.00,34.1,853.59,185.14,3160,319,1013,245,503,86,675,512,654
06.04.18,8396.00,7899.00,8396.00,5243.00,5941.90,8396.00,0.00,87.92,86.80,31.0,867.86,157.20,2986,566,792,313,1013,177,833,563,656
07.04.18,9255.00,8755.00,9255.00,5607.00,7424.30,9255.00,0.00,87.68,86.80,33.9,902.08,176.57,3432,600,1016,355,1000,179,883,512,778
08.04.18,9200.00,8647.00,9200.00,5953.00,7269.50,9200.00,0.00,87.68,86.60,33,916.69,171.78,3227,591,1003,327,1014,214,911,557,803
09.04.18,9510.00,8906.00,9510.00,6360.00,8255.10,9510.00,0.00,87.28,86.20,33.6,943.30,191.33,3559,567,1038,368,981,230,861,531,771
10.04.18,9355.00,8591.00,9355.00,5947.00,7950.40,9355.00,0.00,87.05,86.20,33.7,955.77,184.40,3278,647,941,341,1014,180,865,500,825
12.04.18,8943.00,8390.00,8943.00,7007.80,6580.60,8943.00,0.00,86.87,86.20,33,936.89,190.23,3174,543,1068,303,961,241,857,485,758
12.04.18,8917.00,8328.00,8917.00,5187.00,7923.30,8917.00,0.00,86.87,86.20,33.4,875.19,167.25,3318,518,1081,322,870,198,842,463,716
13.04.18,9257.00,8756.00,9257.00,5332.30,6363.30,9257.00,0.00,86.07,86.20,32.8,942.12,164.53,3173,653,977,367,1096,242,909,485,854
14.04.18,7665.00,7253.00,8282.00,6680.00,7522.30,7665.00,0.00,85.85,86.20,34.1,907.66,176.18,2293,534,1015,340,875,220,932,540,504
15.04.18,9961.00,9420.00,9961.00,5767.00,8044.00,9961.00,0.00,85.85,86.20,34.4,1032.07,186.93,3572,640,1081,348,1122,232,982,598,845
16.04.18,9702.00,9277.00,9702.00,7383.30,8840.00,9702.00,0.00,85.31,85.00,36.5,986.47.,206.55,3570,377,1050,389,1171,258,1036,553,873
17.04.18,8464.00,7965.00,8464.00,7051.20,7437.10,8464.00,0.00,85.31,84.40,31.6,844.43,177.46,3274,515,804,325,942,119,1053,411,522
18.04.18,9758.00,9276.00,9758.00,4376.00,7536.30,9758.00,0.00,85.31,84.40,32.6,929.91,170.21,3577,615,974,370,1120,200,985,590,845
19.04.18,9425.00,8901.00,9425.00,5443.30,7639.70,9425.00,0.00,84.40,84.20,32.4,977.76,173.78,3580,594,935,355,996,221,934,555,731
20.04.18,8095.00,7635.00,8090.00,5926.40,6206.60,8095.00,0.00,84.16,84.20,35.0,919.61,165.41,2717,531,796,313,951,201,909,515,702
21.04.18,8498.00,7919.00,8498.00,6263.10,7094.30,8498.00,0.00,84.16,83.80,33.1,907.17,172.92,2946,479,936,320,914,246,977,556,545
22.04.18,8461.00,8101.00,8624.00,6458.00,7953.80,8461.00,0.00,83.56,83.80,33.5,926.74,182.25,3053,578,967,348,880,152,1000,579,544
23.04.18,9778.00,9189.00,9778.00,6641.00,8105.40,9778.00,0.00,83.28,83.40,34.7,956.74,195.27,3432,526,1082,350,1150,239,988,580,842
24.04.18,10137.00,9626.00,10137.00,7235.00,8526.20,10137.00,0.00,83.08,83.20,34.5,989.03,209.82,3704,493,1035,385,1197,256,1070,618,868
25.04.18,8591.00,7910.00,9269.00,7229.00,8329.30,8591.00,0.00,83.08,83.20,34.1,854.95,188.12,3328,247,1033,259,1005,242,653,445,698
26.04.18,9261.00,8799.00,9261.00,5379.00,7243.40,9261.00,0.00,83.08,82.80,33.8,851.01,170.95,3455,534,1002,342,1095,203,872,481,815
27.04.18,8876.00,8331.00,8876.00,4793.00,6297.30,8876.00,0.00,81.78,82.80,31,958.33,156.67,3051,542,964,343,1059,221,906,468,777
28.04.18,9573.00,9131.00,9573.00,6303.00,7884.30,9573.00,0.00,81.67,82.40,34.3,971.49,194.76,3578,608,1059,362,1136,233,793,519,843
29.04.18,7807.00,7366.00,7807.00,4197.10,5524.60,7807.00,0.00,81.29,82.40,28.1,837.51,152.25,2796,457,757,300,998,151,795,521,591
02.05.18,6579.00,6174.00,6579.00,4666.00,5636.60,6579.00,0.00,80.59,81.81,32.8.0,854.12,130.69,2415,452,672,268,664,119,698,476,410
02.05.18,6579.00,6174.00,6579.00,4666.00,5636.60,6579.00,0.00,80.59,81.81,32.8.0,854.12,130.69,2415,452,672,268,664,119,698,476,410
02.05.18,6579.00,6174.00,6579.00,4666.00,5636.60,6579.00,0.00,80.59,81.81,32.8.0,854.12,130.69,2415,452,672,268,664,119,698,476,410
03.05.18,9091.00,8520.00,9091.00,4966.00,7342.80,9091.00,0.00,80.59,81.83,32.5.,1011.88,165.40,3150,613,1030,319,1057,215,904,543,689
04.05.18,8024.00,7589.00,8024.00,5412.10,5686.10,8024.00,0.00,80.07,81.83,34.0,883.02,156.76,2759,513,927,271,1027,184,788,470,650
05.05.18,8883.00,8381.00,8883.00,5506.10,7201.00,8883.00,0.00,80.07,81.83,32.7,922.23,167.88,3198,603,992,307,971,231,923,560,596
06.05.18,9758.00,9268.00,9758.00,5881.00,7898.00,9758.00,0.00,80.07,80.86,33.7,944.15,180.32,3565,647,1045,323,1133,246,955,521,833
07.05.18,9641.00,9014.00,9641.00,5390.00,7083.30,9641.00,0.00,78.95,80.86,30,944.15,188.48,3539,565,897,338,1201,248,952,537,737
08.05.18,9566.00,9069.00,9566.00,6629.00,7628.10,9566.00,0.00,79.20,80.48,33,1002.28,193.74,3805,525,909,327,949,223,968,559,804
09.05.18,9446.00,8905.00,9446.00,7153.10,7650.30,9446.00,0.00,80.10,80.48,31.9,972.95,192.36,3548,483,982,238,1208,262,974,424,786
10.05.18,8033.00,7658.00,8376.00,6903.00,7342.40,8033.00,0.00,80.10,80.48,30.2,809.86,175.60,2995,485,941,275,986,206,834,329,607
11.05.18,6549.00,6219.00,6724.00,5165.80,5767.70,6549.00,0.00,80.10,71.91,31.0,834.92,143.75,2585,451,634,297,545,54,806,495,352
12.05.18,9449.00,8797.00,9449.00,5152.00,6988.00,9449.00,0.00,82.68,71.91,32.6,968.95,169.91,3341,528,1016,360,934,236,970,570,842
13.05.18,9160.00,8693.00,9160.00,6485.00,7537.10,9160.00,0.00,82.68,79.53,32.8,945.04,180.26,3308,574,930,339,999,207,955,589,792
14.05.18,9464.00,8886.00,9522.00,6254.00,7619.00,9464.00,0.00,82.61,79.34,32.5,950.34,185.73,3518,574,949,340,1057,201,959,547,741
15.05.18,9313.00,8775.00,9313.00,6748.00,7952.00,9313.00,0.00,82.21,79.34,34.6,889.47,191.21,3575,504,1054,209,1119,256,928,341,789
16.05.18,8753.00,8346.00,8753.00,4864.00,6623.30,8753.00,0.00,82.21,79.34,27.4,925.87,163.77,3180,487,984,360,953,213,856,540,773
17.05.18,9703.00,9116.00,9726.00,5949.00,7620.30,9703.00,0.00,82.21,79.34,32.0,980.97,185.35,3427,581,950,353,1184,242,927,590,862
18.05.18,8668.00,8280.00,8766.00,5835.50,5864.60,8668.00,0.00,82.21,79.34,30.0,900.24,170.71,2928,639,906,350,967,197,958,618,717
19.05.18,9917.00,9427.00,9917.00,5585.00,7219.70,9917.00,0.00,80.57,79.34,31.9,1021.93,186.40,3457,587,919,389,1268,257,1054,630,866
20.05.18,9715.00,9223.00,9715.00,6781.10,7472.40,9715.00,0.00,80.57,79.34,31.1,972.03,193.93,3392,595,894,388,1211,212,1062,642,827
22.05.18,10147.00,9638.00,10147.00,6880.10,7877.30,10147.00,0.00,80.57,79.34,32.5,1030.16,199.77,3528,648,1017,379,1207,261,1047,664,887
23.05.18,9904.00,9350.00,9904.00,7062.30,7694.90,9904.00,0.00,80.57,79.34,29.4,1006.54,202.20,3393,607,1028,387,1190,243,1048,618,836
24.05.18,10130.00,9592.00,10130.00,6815.00,7976.20,10130.00,0.00,81.57,77.40,33.2,979.90,194.99,3604,456,1050,364,1306,244,1048,603,917
25.05.18,8960.00,8490.00,9083.00,6539.30,6999.00,8960.00,0.00,81.57,77.40,35.2,969.03,189.43,3294,275,1016,336,903,250,964,593,859
26.05.18,10699.00,10127.00,10699.00,6781.00,8129.60,10699.00,0.00,81.57,77.40,34.5,998.42,206.78,3847,631,1048,352,1341,261,1108,612,927
27.05.18,10825.00,10299.00,10825.00,7847.50,8732.90,10825.00,0.00,81.57,77.40,35.5,1005.07,223.99,3941,664,1002,389,1311,267,1104,637,984
28.05.18,10958.00,10324.00,10958.00,7198.50,8783.20,10958.00,0.00,81.57,77.40,35.5,998.89,219.77,4005,666,1119,423,1384,267,1042,434,984
29.05.18,10875.00,10310.00,10875.00,5950.40,8033.30,10875.00,0.00,81.19,76.60,35.4,1034.97,204.90,3928,675,1019,412,1373,261,1032,637,973
30.05.18,9869.00,9472.00,9994.00,7679.40,9123.30,9869.00,0.00,81.19,76.60,36.3,1005.58,221.42,3432,605,1120,361,1232,275,1072,650,725
31.05.18,9887.00,9429.00,9887.00,5907.10,7365.50,9887.00,0.00,81.19,76.60,28.2,933.00,198.34,3464,656,1015,401,1220,234,1006,621,812
01.06.18,9198.00,8704.00,9207.00,6639.40,6807.00,9198.00,0.00,81.19,76.60,32.6,919.45,183.07,3090,591,1028,402,1066,242,841,599,845
02.06.18,10364.00,9777.00,10397.00,6506.10,7861.40,10364.00,0.00,81.19,76.26,33.2,1064.33,200.62,3733,632,1096,432,1103,255,1040,538,948
03.06.18,10602.00,10055.00,10602.00,7592.10,8703.20,10602.00,0.00,79.70,76.26,34.2,1065.63,220.73,3665,675,1054,447,1309,266,1053,623,963
04.06.18,10716.00,10215.00,10716.00,7695.50,8886.30,10716.00,0.00,79.70,76.26,34.5,1067.45,224.15,3908,648,988,453,1344,197,1106,594,977
05.06.18,10903.00,10396.00,10903.00,7744.70,8864.00,10903.00,0.00,79.70,76.26,35.1,1054.67,224.24,3942,663,1050,450,1353,263,1071,602,1002
06.06.18,10948.00,10414.00,10949.00,8128.30,9023.20,10948.00,0.00,79.70,76.26,34,990.82,227.35,3986,625,1072,424,1337,274,1115,620,961
07.06.18,10909.00,10407.00,10909.00,8521.70,9178.20,10909.00,0.00,78.27,76.26,34,1031.60,233.99,4118,632,1090,459,1246,262,1082,568,950
08.06.18,10561.00,9961.00,10561.00,7425.30,7958.20,10561.00,0.00,78.27,76.26,34.3,1008.47,215.06,3693,663,1006,384,1301,275,1023,615,1001
09.06.18,10249.00,9592.00,10249.00,7959.20,9043.00,10249.00,0.00,78.27,76.26,35.1,1043.93,223.44,3993,696,964,436,1026,210,1068,607,592
10.06.18,10044.00,9571.00,10244.00,7705.60,8718.60,10044.00,0.00,78.38,76.26,34.6,1019.11,216.07,3758,730,584,447,1239,252,1099,556,906
11.06.18,10480.00,10011.00,10480.00,7242.60,8523.60,10480.00,0.00,87.00,76.26,33.0,1058.54,212.43,3932,758,730,408,1284,233,1136,628,902
12.06.18,9286.00,8773.00,9761.00,7596.00,8881.20,9286.00,0.00,85.90,79.14,34.0,1000.29,208.57,3081,766,791,356,1208,205,1060,633,673
13.06.18,10263.00,9818.00,10276.00,6865.40,7608.40,10263.00,0.00,91.70,79.14,31.5,1022.38,200.31,3478,795,923,423,1272,249,1076,642,960
14.06.18,9944.00,9479.00,9968.00,7472.60,8150.20,9944.00,0.00,95.80,79.14,35.6,1020.84,206.09,3225,728,849,344,1319,289,1096,645,984
15.06.18,8616.00,8122.00,8774.00,5720.00,6515.30,8616.00,0.00,99.65,79.14,34.4,957.76,177.12,2619,600,633,351,1293,272,1020,458,876
16.06.18,7749.00,7238.00,7749.00,4998.50,5387.90,7749.00,0.00,102.22,79.14,31.2,874.08,147.77,2130,618,674,329,990,217,924,549,807
17.06.18,8503.00,7920.00,8503.00,5345.10,5801.10,8503.00,0.00,103.00,88.22,35.5,904.94,157.06,2502,702,742,340,1106,258,774,569,927
18.06.18,9132.00,8686.00,9132.00,5620.30,6436.70,9132.00,0.00,103.98,80.49,35.3,929.43,169.41,2606,757,864,382,1253,261,1049,595,919
19.06.18,8229.00,7762.00,8788.00,5197.10,5470.10,8229.00,0.00,103.90,20.00,28.5,868.52,161.64,2243,667,798,392,1114,233,935,581,799
20.06.18,9186.00,8741.00,9209.00,5756.20,7000.30,9186.00,0.00,103.35,20.00,37.2,999.96,181.85,2700,682,987,444,1187,242,1039,603,857
21.06.18,9641.00,9144.00,9700.00,6730.60,7678.90,9641.00,0.00,102.64,20.00,35.5,1055.57,194.80,2915,691,1008,439,1258,257,1051,620,905
22.06.18,9615.00,9118.00,9753.00,6767.40,7221.00,9651.00,0.00,102.18,20.00,35.4,1038.39,194.42,2971,764,966,435,1244,210,1051,608,869
23.06.18,10021.00,9425.00,10021.00,7032.30,7590.80,10021.00,0.00,101.78,81.84,31.6,1077.74,200.61,3269,747,977,398,1268,260,1032,613,861
24.06.18,9839.00,9338.00,9839.00,6931.30,8179.50,9839.00,0.00,101.57,82.38,32.4,1109.25,205.42,3462,605,918,422,1261,260,926,565,919
25.06.18,10094.00,9745.00,10094.00,6831.30,8081.50,10094.00,0.00,101.82,82.65,31.2,1045.18,200.31,3474,735,955,426,1330,238,1073,630,884
26.06.18,10337.00,9746.00,10337.00,6501.10,8115.90,10337.00,0.00,102.20,82.65,33.8,1033.87,205.75,3565,726,973,444,1251,273,1061,619,834
27.06.18,10426.00,9884.00,10426.00,6928.30,8107.90,10426.00,0.00,102.48,82.92,32.2,1072.01,201.70,3582,724,1047,408,1268,255,1091,577,932
28.06.18,10359.00,9680.00,10359.00,6793.40,8287.90,10359.00,0.00,102.57,83.46,33.8,1084.73,208.30,3497,644,927,456,1284,262,1069,627,914
29.06.18,9456.00,9081.00,9574.00,6526.40,7051.70,9456.00,0.00,102.49,83.73,33.8,1042.95,191.92,3267,723,940,354,1157,250,959,557,874
30.06.18,10679.00,10229.00,10679.00,6748.40,8136.30,10679.00,0.00,102.25,84.00,34.0,1083.69,206.88,3751,725,1023,439,1333,265,1123,616,954
01.07.18,10490.00,9982.00,10490.00,7754.40,8702.00,10490.00,0.00,102.13,84.00,34.1,987.70,216.25,3813,559,1060,433,1304,273,972,577,991
02.07.18,10639.00,10063.00,10639.00,7345.04,8587.30,10639.00,0.00,101.96,84.16,33.6,934.37,212.18,3810,621,1041,427,1302,280,977,600,1005
02.07.18,10639.00,10063.00,10639.00,7345.04,8587.30,10639.00,0.00,101.96,84.16,33.6,934.37,212.18,3810,621,1041,427,1302,280,977,600,1005
04.07.18,10046.00,9680.00,10046.00,6881.10,8241.00,10046.00,0.00,103.30,84.64,31.1,943.75,197.57,3587,689,965,403,1202,258,1050,605,921
05.07.18,10754.00,10163.00,10754.00,6908.10,8253.70,10754.00,0.00,104.40,84.80,33.2,957.94,208.58,3760,739,1018,433,1327,269,1114,596,907
06.07.18,10426.00,10030.00,10426.00,6808.00,7249.70,10426.00,0.00,105.06,84.80,34.6,979.58,198.44,3536,774,954,448,1339,270,1106,633,970
07.07.18,11059.00,10400.00,11059.00,7233.20,8524.00,11059.00,0.00,105.31,85.12,34.5,994.09,219.25,3875,681,1048,453,1347,270,1134,616,976
08.07.18,10791.00,10344.00,10791.00,8007.30,9009.80,10791.00,0.00,105.36,85.28,33,963.78,231.54,3825,758,1032,435,1336,276,1120,596,966
09.07.18,10966.00,10477.00,10966.00,7794.40,8946.90,10966.00,0.00,105.24,85.54,31.6,995.30,220.77,3922,768,1028,448,1331,281,1122,634,943
10.07.18,10975.00,10456.00,10975.00,7971.50,8979.00,10975.00,0.00,104.84,85.60,32.8,988.09,220.07,3962,738,1034,417,1331,278,1112,616,968
11.07.18,11210.00,10566.00,11210.00,7856.40,9119.00,11210.00,0.00,104.76,85.76,34,985.11,228.47,3978,746,1082,467,1324,250,1133,612,974
12.07.18,11149.00,10546.00,11149.00,8235.30,9458.00,11149.00,0.00,104.80,85.76,36.3,988.00,232.22,4020,733,1051,458,1336,279,1098,598,973
13.07.18,10304.00,9735.00,10419.00,7417.00,7810.40,10304.00,0.00,104.68,85.92,36.7,1015.70,210.42,3531,737,983,429,1119,251,1097,593,995
14.07.18,11306.00,10693.00,11306.00,7901.80,8783.20,11306.00,0.00,104.47,85.92,34.6,1078.48,223.60,4043,743,1077,485,1337,276,1123,601,1008
15.07.18,11113.00,10527.00,11113.00,8235.20,9267.90,11113.00,0.00,104.34,86.40,34.7,1054.80,230.70,3918,748,1046,437,1363,279,1112,626,998
16.07.18,10978.00,10428.00,10978.00,7873.50,8838.10,10978.00,0.00,104.33,86.40,27.7,1050.50,224.94,4003,759,1017,472,1272,247,1130,590,938
17.07.18,10928.00,10321.00,10928.00,7821.00,8971.00,10928.00,0.00,104.20,86.56,32,1050.62,224.70,3839,754,1059,455,1278,274,1117,622,923
