Date,Max. Demand (Generation end) MW,Max. Demand (Sub-station end) MW,Highest Generation (Generation end) MW,Minimum Generation (Generation end) MW,Day-peak Generation (Generation end) MW,Evening-peak Generation (Generation end) MW,Evening Peak Load-shed (Sub-station end) MW,Water Level of Kaptai Lake at 06:00 AM ft,Rule Curve ft,Maximum Temperature in Dhaka (C),Total Gas Supplied MMCFD,Total Energy (Generation + India Import) MKWh,Dhaka (Demand at Evening Peak),Mymensingh (Demand at Evening Peak),Chattogram (Demand at Evening Peak),Sylhet (Demand at Evening Peak),Khulna (Demand at Evening Peak),Barishal (Demand at Evening Peak),Rajshahi (Demand at Evening Peak),Rangpur (Demand at Evening Peak),Cumilla (Demand at Evening Peak)
27.11.15,6053.00,5593.00,6053.00,3829.00,4165.00,6053.00,0.00,101.87,106.30,27.6,869.49,106.44,2005,398,639,241,697,128,607,363,515
28.11.15,6736.00,6218.00,6736.00,3558.00,4671.00,6736.00,0.00,101.75,106.20,28.6,922.41,114.31,2450,403,674,247,764,138,647,362,533
29.11.15,6911.00,6352.00,6911.00,3860.00,5290.00,6911.00,0.00,101.64,106.10,29.8,970.42,120.61,2492,408,706,237,762,141,655,397,554
01.12.15,6886.00,6361.00,6886.00,3842.00,5224.00,6886.00,0.00,101.59,105.91,30.3,920.06,121.40,2477,390,724,249,786,142,662,377,554
05.12.15,6602.00,6148.00,6602.00,3659.00,4554.00,6602.00,0.00,100.99,105.55,29.3,897.85,113.39,2361,395,640,241,767,142,652,387,563
06.12.15,6746.00,6178.00,6746.00,3786.00,4900.00,6746.00,0.00,100.87,105.46,27.4,901.31,113.77,2379,400,657,236,772,139,657,388,550
07.12.15,6759.00,6256.00,6759.00,3806.00,5008.00,6759.00,0.00,100.75,105.37,25.8,888.17,118.02,2399,406,696,251,765,137,662,397,543
02.12.15,6925.00,6431.00,6925.00,3918.00,5248.00,6925.00,0.00,101.32,105.82,28.0,899.76,120.39,2515,395,736,254,770,135,673,382,571
03.12.15,6804.00,6249.00,6804.00,3940.00,5081.00,6804.00,0.00,101.20,105.73,29.2,865.74,120.46,2409,411,700,249,773,147,656,382,522
04.12.15,6073.00,5604.00,6076.00,3741.00,4129.00,6076.00,0.00,101.11,105.64,27.5,824.43,105.05,2051,387,627,233,696,127,601,354,528
08.12.15,6687.00,6265.00,6687.00,3817.00,5079.00,6687.00,0.00,100.63,105.28,26.4,915.93,118.72,2431,416,684,242,745,136,661,391,559
09.12.15,6730.00,6040.00,6730.00,3816.00,4938.00,6730.00,0.00,100.51,105.19,27.7,921.12,116.47,2181,400,708,241,773,139,667,385,546
10.12.15,6724.00,6239.00,6724.00,3726.00,4990.00,6724.00,0.00,100.51,105.19,27.4,934.45,118.87,2396,411,691,239,778,132,644,393,555
11.12.15,6003.00,5532.00,6003.00,3651.00,4161.00,6003.00,0.00,100.39,105.00,26.7,885.59,106.02,1995,394,588,228,698,130,604,362,533
12.12.15,6713.00,6107.00,6713.00,3533.00,4723.00,6713.00,0.00,100.20,104.90,27.5,974.99,113.85,2298,422,674,238,766,138,644,381,546
13.12.15,6706.00,6053.00,6706.00,3734.00,5158.00,6706.00,0.00,100.12,104.80,27.6,975.08,118.09,2284,410,655,237,771,136,638,373,549
14.12.15,6749.00,6245.00,6749.00,3763.00,5007.00,6749.00,0.00,100.07,104.70,24.8,922.80,118.57,2400,418,705,237,770,130,664,385,536
15.12.15,6736.00,6163.00,6736.00,3730.00,4768.00,6736.00,0.00,100.01,104.60,24.2,867.03,115.85,2247,418,675,246,785,140,674,392,586
16.12.15,5821.00,5321.00,5821.00,3498.00,3895.00,5821.00,0.00,99.97,104.50,24.5,849.42,102.60,1721,398,582,222,728,126,615,375,554
17.12.15,6444.00,5919.00,6444.00,3235.00,4430.00,6444.00,0.00,99.92,104.40,24.4,937.69,107.17,2102,406,659,251,781,139,627,390,564
18.12.15,5831.00,5370.00,5831.00,3410.00,3770.00,5831.00,0.00,99.86,104.30,22.2,837.54,100.31,1869,405,544,227,703,127,607,374,514
19.12.15,6493.00,5979.00,6493.00,3303.00,4596.00,6493.00,0.00,99.81,104.20,23.6,896.09,109.94,2192,415,617,251,767,139,654,388,556
20.12.15,6424.00,5963.00,6424.00,3487.00,4763.00,6424.00,0.00,99.79,104.10,24.0,907.30,111.14,2184,414,636,251,759,141,652,387,539
21.12.15,6560.00,6026.00,6560.00,3528.00,4763.00,6560.00,0.00,99.73,104.00,24.0,913.19,112.99,2230,418,649,246,764,138,644,392,545
22.12.15,6576.00,6027.00,6576.00,3546.00,4866.00,6576.00,0.00,99.69,103.90,25.5,923.09,114.21,2204,384,671,249,778,118,676,387,560
23.12.15,6558.00,6053.00,6558.00,3582.00,4783.00,6558.00,0.00,99.64,103.80,25.5,908.42,112.87,2246,388,661,248,769,134,675,390,542
24.12.15,6548.00,5999.00,6548.00,3607.00,4954.00,6548.00,0.00,99.61,103.70,25.5,904.92,114.18,2260,426,650,236,764,130,638,380,515
24.12.15,6548.00,5999.00,6548.00,3607.00,4954.00,6548.00,0.00,99.61,103.70,25.5,904.92,114.18,2260,426,650,236,764,130,638,380,515
24.12.15,6548.00,5999.00,6548.00,3607.00,4954.00,6548.00,0.00,99.61,103.70,25.5,904.92,114.18,2260,426,650,236,764,130,638,380,515
27.12.15,6667.00,6114.00,6667.00,3309.00,4777.00,6667.00,0.00,99.44,103.40,25.2,906.76,113.33,2309,424,646,244,771,132,659,392,537
28.12.15,6636.00,6093.00,6636.00,3574.00,4970.00,6636.00,0.00,99.37,103.30,25.4,911.02,114.57,2280,415,642,241,785,142,671,394,523
29.12.15,6656.00,6202.00,6656.00,3538.00,4960.00,6656.00,0.00,99.32,103.20,26.0,904.44,115.42,2315,419,700,247,774,131,673,398,545
30.12.15,6557.00,6035.00,6557.00,3543.00,4964.00,6557.00,0.00,99.27,103.10,25.8,891.91,111.55,2270,404,643,243,749,135,646,397,548
31.12.15,6553.00,6078.00,6553.00,3451.00,5039.00,6553.00,0.00,99.20,103.00,26.4,879.39,115.33,2281,412,653,240,787,139,642,389,535
01.01.15,5891.00,5401.00,5891.00,3590.00,4275.00,5891.00,0.00,99.16,102.81,27.6,839.82,104.07,1836,404,572,235,713,129,617,368,527
02.01.15,6538.00,6098.00,6538.00,3399.00,4742.00,6538.00,0.00,99.14,102.62,27.0,902.62,111.69,2249,422,631,251,782,140,674,400,549
03.01.16,6635.00,6133.00,6635.00,3586.00,4944.00,6635.00,0.00,99.10,102.43,25.8,880.89,115.93,2316,413,642,244,791,139,656,385,547
04.01.16,6694.00,6095.00,6694.00,3647.00,4934.00,6694.00,0.00,99.05,102.24,26.5,863.28,116.21,2331,415,646,242,719,138,679,385,540
05.01.16,6672.00,6181.00,6672.00,3716.00,4938.00,6672.00,0.00,99.01,102.05,25.8,871.71,116.31,2279,418,697,251,770,139,674,398,555
06.01.15,6707.00,6210.00,6707.00,3732.00,5015.00,6707.00,0.00,98.95,101.86,26.0,845.68,117.48,2338,435,642,244,770,137,694,395,555
07.01.16,6754.00,6275.00,6754.00,3649.00,4894.00,6754.00,0.00,98.89,101.67,26.0,882.40,118.21,2353,444,660,245,807,125,691,390,560
08.01.16,6157.00,5705.00,6157.00,3779.00,4370.00,6157.00,0.00,98.83,101.48,26.8,841.97,108.33,2023,428,591,239,729,134,641,382,538
09.01.15,6775.00,6273.00,6775.00,3512.00,4792.00,6775.00,0.00,98.76,101.29,25.2,902.26,114.57,2289,455,669,252,809,147,685,402,565
11.01.16,6766.00,6234.00,6766.00,3685.00,5037.00,6766.00,0.00,98.65,100.91,25.1,888.16,116.81,2322,433,647,251,793,140,703,401,544
12.01.16,6778.00,6298.00,6778.00,3722.00,5153.00,6778.00,0.00,98.60,100.72,24.5,915.29,120.02,2321,444,630,255,812,138,728,409,561
13.01.16,6883.00,6302.00,6883.00,3766.00,5230.00,6883.00,0.00,98.56,100.53,24.1,922.87,120.82,2298,438,638,250,823,139,738,406,572
14.01.16,6794.00,6305.00,6794.00,3869.00,5386.00,6794.00,0.00,98.52,100.34,25.4,931.31,128.41,2347,417,697,244,790,141,702,399,568
16.01.16,6311.00,9602.00,6884.00,3593.00,5064.00,6884.00,0.00,98.44,99.96,26.6,937.14,109.24,684,240,705,132,677,398,549,5768,449
15.01.16,6311.00,5768.00,6311.00,3859.00,4595.00,6311.00,0.00,98.48,100.15,26.0,890.25,109.24,1934,449,684,240,705,132,677,398,549
17.01.16,6983.00,6489.00,6983.00,3871.00,5200.00,6983.00,0.00,98.39,99.77,25.4,943.84,130.37,2240,469,879,241,805,140,751,412,552
18.01.16,6946.00,6425.00,6946.00,3902.00,5316.00,6946.00,0.00,98.33,99.58,25.7,929.17,124.47,2364,448,770,247,731,126,768,422,549
19.01.16,6937.00,6437.00,6937.00,3917.00,5440.00,6937.00,0.00,98.25,99.39,25.4,879.63,126.82,2362,420,865,252,753,137,688,429,531
20.01.16,6484.00,5954.00,6484.00,3305.00,5121.00,6484.00,0.00,98.19,99.20,22.8,846.72,116.01,2005,409,831,190,729,113,711,415,551
21.01.16,6840.00,6343.00,6840.00,3725.00,5338.00,6840.00,0.00,98.11,99.00,22.7,878.56,122.71,2289,435,784,239,753,120,729,420,574
22.01.16,6242.00,5762.00,6242.00,3891.00,4763.00,6242.00,0.00,98.05,98.80,20,893.58,110.67,1919,459,651,226,740,134,678,416,539
23.01.16,6939.00,6340.00,6939.00,3594.00,5305.00,6939.00,0.00,98.02,98.60,20.8,958.54,120.48,2229,448,724,246,806,130,758,424,575
24.01.16,6954.00,6298.00,6954.00,3883.00,5669.00,6954.00,0.00,97.96,98.40,22.0,901.85,124.78,2248,423,722,251,795,127,756,423,553
25.01.16,7080.00,6579.00,7080.00,3801.00,5611.00,7080.00,0.00,97.89,98.20,23.1,848.69,121.45,2294,465,855,253,801,138,763,447,563
26.01.16,6796.00,6300.00,6796.00,3993.00,5562.00,6796.00,0.00,97.77,98.00,22.1,854.53,125.27,2177,447,730,252,766,136,769,447,576
27.01.16,6870.00,6304.00,6870.00,3993.00,5514.00,6870.00,0.00,97.71,97.80,25.0,861.60,126.87,2236,440,715,241,780,140,755,439,558
28.01.16,7065.00,6429.00,7065.00,3855.00,5671.00,7065.00,0.00,97.65,97.60,25.8,857.46,128.01,2294,445,749,247,794,142,771,449,538
29.01.16,6454.00,5939.00,6454.00,4091.00,4968.00,6454.00,0.00,97.57,97.40,25.2,829.17,116.78,1961,432,754,240,739,138,717,413,545
29.01.16,6454.00,5939.00,6454.00,4091.00,4968.00,6454.00,0.00,97.57,97.40,25.2,829.17,116.78,1961,432,754,240,739,138,717,413,545
31.01.16,7052.00,6503.00,7052.00,3970.00,5766.00,7052.00,0.00,97.38,97.00,26.0,896.61,129.31,2236,426,843,247,826,147,758,451,569
01.02.16,7024.00,6363.00,7024.00,4007.00,5837.00,7024.00,0.00,97.29,96.86,28.0,870.14,129.44,2322,405,689,243,806,138,732,443,585
02.02.16,7042.00,6453.00,7042.00,4039.00,5813.00,7042.00,0.00,97.19,96.72,28.6,850.85,132.87,2335,409,771,246,791,134,759,448,560
03.02.16,7041.00,6439.00,7041.00,4160.00,5901.00,7041.00,0.00,97.11,96.58,27.8,898.71,124.89,2374,420,710,244,807,126,741,450,567
04.02.16,6881.00,6408.00,6881.00,4114.00,5662.00,6881.00,0.00,97.00,96.44,26.6,886.34,129.35,2371,431,644,248,804,136,754,447,573
05.02.16,6300.00,5811.00,6300.00,4053.00,4836.00,6300.00,0.00,96.93,96.30,26.7,844.94,114.63,1931,469,587,235,742,140,707,439,561
06.02.16,7074.00,6520.00,7074.00,3727.00,5338.00,7074.00,0.00,96.86,96.16,26.8,859.44,123.70,2310,488,658,253,817,147,802,460,585
07.02.16,7127.00,6627.00,7127.00,4101.00,5755.00,7127.00,0.00,96.81,96.02,28.4,898.56,128.57,2369,456,755,246,825,144,780,453,599
08.02.16,7155.00,6621.00,7155.00,4079.00,5692.00,7155.00,0.00,96.71,95.88,29.1,871.77,129.51,2415,441,725,256,822,145,792,447,578
09.02.16,7214.00,6742.00,7214.00,3820.00,5868.00,7214.00,0.00,96.65,95.74,27.5,902.29,130.45,2423,461,861,248,778,142,776,448,605
09.02.16,7214.00,6742.00,7214.00,3820.00,5868.00,7214.00,0.00,96.65,95.74,27.5,902.29,130.45,2423,461,861,248,778,142,776,448,605
11.02.16,7153.00,6478.00,7153.00,4192.00,5885.00,7101.00,0.00,96.45,95.46,27.9,918.10,134.60,2439,423,688,249,814,144,769,407,545
12.02.16,6584.00,6132.00,6584.00,3746.00,4745.00,6584.00,0.00,96.39,95.32,29.5,891.71,117.76,2116,473,693,238,752,131,737,436,556
13.02.16,7160.00,6642.00,7160.00,3976.00,5679.00,7160.00,0.00,96.36,95.18,29.0,943.89,129.06,2425,466,785,239,796,147,780,453,551
14.02.16,7314.00,6700.00,7314.00,4323.00,6001.00,7314.00,0.00,96.30,95.04,28.6,941.74,148.81,2480,438,743,250,811,152,788,447,591
15.02.16,7525.00,6962.00,7525.00,4423.00,6040.00,7525.00,0.00,96.23,94.90,30.6,958.51,138.64,2622,449,783,254,848,150,815,452,589
16.02.16,7521.00,7020.00,7521.00,4583.00,6333.00,7521.00,0.00,96.17,94.76,31.5,943.36,142.17,2650,463,791,255,835,154,802,457,613
17.02.16,7448.00,6903.00,7448.00,4653.00,5938.00,7448.00,0.00,96.10,94.62,31.0,938.00,139.81,2575,430,790,260,850,147,783,445,623
18.02.16,7474.00,7004.00,7474.00,4784.00,6342.00,7474.00,0.00,96.03,94.48,31.0,920.78,143.08,2693,432,791,257,840,127,802,442,620
19.02.16,7055.00,6523.00,7055.00,4872.00,5410.00,7055.00,0.00,95.84,94.34,33.6,914.55,132.83,2331,444,737,256,802,142,767,426,618
20.02.16,7497.00,6937.00,7497.00,4734.00,5748.00,7497.00,0.00,95.71,94.20,34.0,939.47,141.27,2647,461,772,284,758,137,818,423,637
21.02.16,0.00,6592.00,7130.00,5099.00,5524.00,7130.00,0.00,95.41,94.05,34.0,952.43,138.65,2322,446,734,275,856,132,820,405,602
22.02.16,7679.00,7161.00,7679.00,5095.00,6192.00,7679.00,0.00,95.04,93.90,31.4,996.04,145.63,2763,441,794,262,861,140,810,462,628
23.02.16,7628.00,7109.00,7628.00,5136.00,6689.00,7628.00,0.00,94.83,93.75,31,967.12,149.51,2865,414,803,266,847,153,819,447,495
24.02.16,7147.00,6572.00,7147.00,4554.00,5656.00,7147.00,0.00,94.59,93.60,26.4,891.19,132.25,2386,438,822,235,818,104,810,445,514
25.02.16,7475.00,6887.00,7475.00,4093.00,6076.00,7475.00,0.00,94.51,93.45,30.4,945.57,134.02,2670,447,733,243,802,124,811,463,594
26.02.16,7010.00,6442.00,7010.00,4771.00,5071.00,6769.00,0.00,94.29,93.30,31.2,926.66,129.20,2308,447,746,250,761,135,773,459,563
27.02.16,7614.00,7116.00,7614.00,4650.00,5915.00,7614.00,0.00,94.05,93.15,31.2,921.26,141.41,2688,457,830,257,833,138,808,452,653
28.02.16,7617.00,7051.00,7617.00,5036.00,6597.00,7617.00,0.00,93.76,93.08,31.3,924.64,145.80,2685,447,797,262,820,147,825,446,622
29.02.16,7729.00,7179.00,7729.00,5125.00,6469.00,7729.00,0.00,93.66,93.00,31.9,920.73,148.46,2811,451,831,258,817,151,798,453,609
01.03.16,7881.00,7377.00,7881.00,5103.00,6771.00,7881.00,0.00,93.38,92.84,32.1,906.29,150.45,2783,477,951,257,834,123,841,477,634
02.03.16,7784.00,7279.00,7784.00,5127.00,6683.00,7784.00,0.00,93.11,92.68,32.4,914.73,150.15,2687,449,915,267,871,144,845,470,631
03.03.16,7775.00,7214.00,7775.00,5212.00,6668.00,7775.00,0.00,92.11,92.52,33.0,911.97,152.16,2816,406,762,272,888,143,836,460,631
04.03.16,7413.00,6860.00,7413.00,5149.00,5485.00,7413.00,0.00,92.69,92.36,33.5,943.88,139.42,2516,463,790,267,779,137,821,462,625
05.03.16,8002.00,7397.00,8002.00,5125.00,6127.00,8002.00,0.00,92.48,92.20,33.4,954.77,148.26,2883,453,840,275,837,145,860,442,662
06.03.16,5946.00,5574.00,7130.00,3615.00,6968.00,5946.00,0.00,92.32,92.04,33.6,851.60,142.65,2429,323,829,251,446,89,296,325,586
07.03.16,7485.00,6965.00,7485.00,4352.00,6151.00,7485.00,0.00,92.08,91.88,33.0,940.45,137.98,2619,455,828,266,837,145,786,476,553
08.03.16,7957.00,7388.00,7957.00,5315.00,6605.00,7957.00,0.00,91.84,91.72,32.7,938.98,154.45,2796,465,884,276,857,149,859,458,644
09.03.16,7953.00,7371.00,7953.00,5630.00,6534.00,7953.00,0.00,91.60,91.56,34.5,935.14,159.37,3054,426,861,295,849,149,789,330,618
10.03.16,7942.00,7353.00,7942.00,6104.00,7176.00,7942.00,0.00,91.36,91.40,34.4,919.85,165.31,3025,422,844,272,827,144,765,462,592
11.03.16,7777.00,7227.00,7777.00,5819.00,6038.00,7777.00,0.00,91.04,91.24,34.5,926.42,156.42,2642,475,824,286,820,152,869,480,679
12.03.16,7995.00,7394.00,7995.00,6122.00,6699.00,7995.00,0.00,90.48,91.08,34.2,936.04,163.29,2932,463,843,277,827,139,849,424,640
13.03.16,7781.00,7210.00,7781.00,6342.00,6476.00,7781.00,202.00,89.95,90.02,31.2,923.16,163.47,2874,420,767,280,842,136,825,413,653
14.03.16,7865.00,7150.00,7865.00,5890.00,6856.00,7865.00,0.00,89.71,90.76,31.6,935.64,160.72,2773,441,848,288,810,156,798,412,624
15.03.16,8000.00,7365.00,7613.00,5747.00,6839.00,7613.00,348.00,89.46,90.60,32.6,928.80,159.81,3000,440,810,285,850,150,820,400,610
16.03.16,8000.00,7367.00,7814.00,5655.00,6707.00,7814.00,167.00,89.12,90.44,32.2,930.26,162.22,2941,460,845,266,865,165,820,390,615
17.03.16,7801.00,7157.00,7801.00,5903.00,6804.00,7801.00,0.00,88.83,90.28,33.5,935.08,160.48,2699,459,794,260,836,151,855,471,632
18.03.16,7588.00,6915.00,7588.00,5493.00,5684.00,7588.00,0.00,88.52,90.12,33.8,898.34,147.56,2588,455,711,268,808,151,830,469,635
19.03.16,7711.00,7144.00,7711.00,4820.00,6611.00,7711.00,0.00,88.17,89.96,31,889.93,148.86,2799,423,881,279,700,143,871,404,644
20.03.16,7711.00,7127.00,7711.00,5599.00,6959.00,7711.00,0.00,87.97,89.80,32.0,913.13,180.60,2849,437,795,266,781,130,863,368,638
21.03.16,7950.00,7367.00,7584.00,5816.00,6905.00,7584.00,329.00,87.68,89.64,34.8,897.97,160.10,2943,465,910,241,910,163,810,410,515
22.03.16,7900.00,7290.00,7634.00,5408.00,6620.00,7626.00,247.00,87.32,89.48,34.2,908.36,171.01,3000,432,790,266,850,167,800,400,585
23.03.16,8025.00,7399.00,8025.00,6221.00,6997.00,8025.00,0.00,86.99,89.32,34.2,953.91,168.21,2938,468,821,274,838,156,802,394,708
24.03.16,8050.00,7471.00,7923.00,5805.00,7048.00,7923.00,118.00,86.62,89.32,34.5,948.45,163.22,2885,452,852,285,826,159,860,492,660
25.03.16,7788.00,7201.00,7788.00,5758.00,6048.00,7788.00,0.00,86.62,89.00,34.6,947.97,154.17,2644,446,821,278,828,149,896,473,666
26.03.16,7825.00,7254.00,7825.00,5819.00,6576.00,7825.00,0.00,86.04,88.84,34.7,987.87,158.79,2575,476,787,299,833,152,921,491,720
27.03.16,8088.00,7543.00,8088.00,6198.00,6979.00,8088.00,0.00,85.83,88.98,33.2,948.91,167.39,2966,505,836,283,830,151,813,449,710
28.03.16,7013.00,6574.00,7054.00,4993.00,5991.00,7013.00,0.00,85.52,88.51,29.2,891.04,146.23,2616,417,567,211,838,142,861,418,504
29.03.16,7005.00,6563.00,7005.00,4610.00,6245.00,7005.00,0.00,85.43,88.34,33.6,893.97,136.40,2254,475,823,272,804,140,893,419,483
30.03.16,7352.00,6810.00,7352.00,4992.00,6675.00,7352.00,0.00,85.51,88.17,33.8,894.51,143.82,2565,371,764,295,795,162,741,469,648
01.04.16,6272.00,5769.00,6272.00,1759.00,3634.00,6272.00,0.00,85.42,87.80,27,840.50,93.30,2081,389,602,246,761,133,633,395,529
02.04.16,7338.00,6811.00,7338.00,4107.00,5335.00,7338.00,0.00,85.38,87.60,28,974.06,127.30,2573,436,745,283,863,144,748,433,586
03.04.16,7249.00,6830.00,7249.00,4733.00,5987.00,7249.00,0.00,85.30,87.40,31.5,927.93,137.70,2543,429,758,245,924,163,693,454,621
04.04.16,7572.00,7052.00,7572.00,4285.00,5867.00,7572.00,0.00,85.24,87.20,33.4,921.81,144.09,2794,453,741,200,891,170,764,429,610
05.04.16,6889.00,6604.00,6889.00,5614.00,6300.00,6889.00,0.00,85.07,87.00,31.2,907.79,149.04,2811,459,800,171,607,152,575,431,598
06.04.16,7879.00,7461.00,7879.00,5152.00,6378.00,7879.00,0.00,84.89,86.80,34.5,1049.58,153.10,3077,467,804,234,702,157,867,489,664
07.04.16,8157.00,7680.00,8157.00,6002.00,6919.00,8157.00,0.00,84.81,86.60,35.2,1022.15,167.03,3078,469,814,238,878,176,868,433,726
08.04.16,8002.00,7443.00,8002.00,5529.00,5803.00,8002.00,0.00,84.62,86.40,36,1050.66,169.56,2924,478,783,286,791,157,865,480,679
09.04.16,8348.00,7730.00,8348.00,6045.00,6651.00,8348.00,0.00,84.38,86.20,34.8,1021.29,170.37,3081,444,802,298,852,149,934,494,676
10.04.16,8280.00,7739.00,8329.00,6563.00,7365.00,8280.00,0.00,84.14,84.00,36,1011.06,177.75,3268,425,781,267,809,123,883,475,708
11.04.16,8350.00,7670.00,8054.00,6539.00,7389.00,7949.00,361.00,83.70,85.80,36.6,1006.45,176.56,2945,485,850,300,915,170,850,455,700
12.04.16,8350.00,7704.00,8099.00,6835.00,7507.00,8099.00,226.00,83.25,85.60,37.0,1007.35,178.72,3205,455,805,304,875,180,760,430,690
13.04.16,8250.00,7552.00,8050.00,6742.00,7479.00,8050.00,180.00,82.70,85.40,36.8,1006.20,175.98,3214,495,770,264,830,167,773,388,651
14.04.16,7736.00,7186.00,7820.00,6196.00,6739.00,7736.00,0.00,82.23,85.20,38,1107.81,168.30,2676,454,711,283,889,171,929,363,710
15.04.16,7976.00,7318.00,7976.00,6064.00,6399.00,7976.00,0.00,82.00,85.00,35.6,1114.22,164.35,2826,478,737,261,852,173,936,369,686
17.04.16,8083.00,7482.00,8083.00,6375.00,7266.00,8083.00,0.00,81.80,84.60,35.4,1013.67,173.24,3205,430,804,190,892,160,837,374,590
18.04.16,8200.00,7524.00,7991.00,6576.00,7203.00,7985.00,197.00,81.62,84.60,33.8,1047.73,169.27,2995,450,845,260,870,161,820,428,695
19.04.16,8250.00,7565.00,7958.00,6548.00,7363.00,7958.00,263.00,81.62,84.20,36.0,1021.33,176.14,3235,435,795,265,875,160,725,400,675
20.04.16,8300.00,7728.00,8059.00,6650.00,7144.00,8022.00,250.00,80.53,84.00,35.9,1038.03,176.05,3202,495,839,247,882,173,803,387,700
21.04.16,8300.00,7618.00,7948.00,6574.00,7328.00,7942.00,322.00,80.15,83.80,35.5,1049.08,175.43,3094,470,881,93,910,175,875,430,690
22.04.16,8040.00,7471.00,8087.00,5959.00,6522.00,8040.00,0.00,79.84,83.60,36.4,1092.23,167.36,2952,450,786,166,884,181,904,445,703
16.04.16,7800.00,7107.00,7588.00,6209.00,6750.00,7586.00,193.00,81.89,84.80,34.6,992.65,167.85,3038,355,780,87,780,150,810,422,685
23.04.16,8200.00,7448.00,7865.00,6516.00,7155.00,7865.00,302.00,79.41,83.40,36.4,1049.02,172.13,3120,445,770,195,865,163,845,420,625
24.04.16,8300.00,7608.00,7668.00,6347.00,7123.00,7522.00,700.00,79.03,83.20,39,1029.48,169.72,3150,445,830,260,900,158,785,420,660
25.04.16,8300.00,7567.00,7599.00,6724.00,6981.00,7531.00,701.00,78.44,83.00,37,1011.02,170.14,3000,442,860,300,890,175,825,400,675
26.04.16,8300.00,7613.00,7406.00,6527.00,6741.00,7344.00,860.00,77.63,82.80,37,1001.71,168.18,3090,445,900,310,870,153,805,410,630
27.04.16,8300.00,7577.00,7573.00,6591.00,6607.00,7573.00,664.00,76.84,82.60,37,1018.24,166.23,3020,410,876,324,890,164,828,407,658
28.04.16,8300.00,7632.00,7990.00,6820.00,6880.00,7990.00,279.00,76.13,82.80,36.5,1059.84,172.63,3067,417,930,310,875,158,810,427,638
29.04.16,8250.00,7637.00,8098.00,6391.00,6904.00,8098.00,137.00,75.71,82.20,37.4,1041.61,172.30,3115,440,900,316,910,156,760,400,640
30.04.16,8400.00,7632.00,7934.00,6658.00,6858.00,7396.00,904.00,75.36,82.20,37,921.76,171.62,2980,400,1000,307,947,168,760,400,670
01.05.16,5603.00,5278.00,7193.00,3493.00,6383.00,5603.00,0.00,74.65,81.81,32.2,838.79,142.06,2399,391,663,200,205,125,358,367,570
02.05.16,6665.00,6228.00,6665.00,3965.00,5930.00,6665.00,0.00,74.07,81.62,33,885.23,129.38,2687,410,514,234,698,89,842,474,280
03.05.16,7800.00,7182.00,7513.00,4832.00,6173.00,7400.00,360.00,73.85,81.43,32.4,851.48,154.18,2820,436,890,320,870,154,742,385,565
04.05.16,7967.00,7438.00,7967.00,4613.00,6325.00,7967.00,0.00,73.03,81.24,33.6,918.22,150.75,2839,471,824,279,959,168,845,388,665
06.05.16,7514.00,6951.00,7514.00,5056.00,5908.00,7514.00,0.00,72.56,80.86,35,1000.23,146.97,2562,482,918,254,866,150,795,415,509
06.05.16,7514.00,6951.00,7514.00,5056.00,5908.00,7514.00,0.00,72.56,80.86,35,1000.23,146.97,2562,482,918,254,866,150,795,415,509
07.05.16,6626.00,6180.00,6626.00,5026.00,6110.00,6626.00,0.00,72.38,80.67,31.6,920.55,139.66,2744,219,906,264,670,146,357,325,549
08.05.16,8271.00,7700.00,8271.00,4438.00,6536.00,8271.00,0.00,72.37,80.48,34,1035.47,149.99,3009,449,969,305,875,173,839,389,692
09.05.16,8026.00,7540.00,8026.00,5968.00,7140.00,8026.00,0.00,72.30,80.29,35.6,998.54,170.57,2946,447,852,321,879,187,856,375,677
10.05.16,8200.00,7587.00,7927.00,6089.00,7154.00,7927.00,246.00,72.07,80.10,35.7,991.57,171.57,3060,460,962,280,875,165,800,315,670
11.05.16,8250.00,7610.00,7940.00,5809.00,7010.00,7940.00,279.00,71.83,79.91,36.4,981.07,166.79,3040,440,940,320,845,150,825,400,650
12.05.16,6479.00,6034.00,7772.00,5891.00,7304.00,6479.00,0.00,71.53,79.72,36.0,907.00,166.25,2012,351,914,253,877,161,679,412,375
13.05.16,0.00,5737.00,6192.00,4012.00,4946.00,6192.00,0.00,71.20,79.53,33.1,811.74,122.25,2251,403,702,208,717,74,625,360,397
14.05.16,7753.00,7136.00,7757.00,4174.00,6145.00,7753.00,0.00,71.03,79.34,34,973.66,139.38,2801,494,884,282,861,164,709,344,597
15.05.16,7692.00,7321.00,7733.00,5622.00,6913.00,7692.00,0.00,70.87,79.15,34.7,982.07,159.16,2778,404,823,251,1067,177,824,374,623
16.05.16,7900.00,7205.00,7678.00,6045.00,6706.00,7678.00,200.00,70.57,78.96,35,949.97,163.85,2910,399,950,243,905,135,633,390,640
17.05.16,7900.00,7263.00,7694.00,6341.00,7003.00,7523.00,339.00,70.20,78.77,35.4,944.22,166.64,3020,435,950,177,831,150,690,370,640
18.05.16,7850.00,7258.00,7688.00,5336.00,6849.00,7688.00,146.00,69.80,78.58,32.8,957.95,149.51,2890,432,855,287,910,158,738,360,628
19.05.16,7850.00,7287.00,7693.00,5334.00,6166.00,7693.00,141.00,69.56,78.39,30.6,936.08,154.75,2980,450,820,269,870,121,759,428,590
