Date,Max. Demand (Generation end) MW,Highest Generation (Generation end) MW,Minimum Generation (Generation end) MW,Day-peak Generation (Generation end) MW,Evening-peak Generation (Generation end) MW,Evening Peak Load-shed (Sub-station end) MW,Water Level of Kaptai Lake at 06:00 AM ft,Maximum Temperature in Dhaka (C),Total Gas Supplied MMCFD,Total Energy (Generation + India Import) MKWh
31.05.15,7817.0,7817.0,5623.0,6529.0,7817.0,0.0,78.99,35.5,1007.95,157.2
01.06.15,7782.0,7782.0,5838.0,6338.0,7782.0,0.0,78.95,36,1003.48,157.65
02.06.15,6869.0,6869.0,5167.0,6482.0,6869.0,0.0,78.85,36,1004.19,148.74
03.06.15,7549.0,7558.0,4975.0,5658.0,7549.0,0.0,78.5,35.7,1037.43,146.43
04.06.15,7676.0,7752.0,6017.0,6552.0,7676.0,0.0,78.18,36.2,1049.77,163.47
05.06.15,7312.0,7444.0,5841.0,6195.0,7312.0,0.0,77.9,36.5,1029.04,165.22
06.06.15,7372.0,7435.0,6060.0,6613.0,7372.0,0.0,77.66,34.8,1029.04,161.25
07.06.15,7496.0,7496.0,6092.0,6861.0,7496.0,0.0,77.36,35.6,1015.44,170.66
08.06.15,7573.0,7704.0,6197.0,6656.0,7573.0,0.0,76.9,36.0,1005.77,164.1
09.06.15,7653.0,7653.0,5957.0,6840.0,7653.0,0.0,76.28,35.0,1028.93,165.19
10.06.15,7385.0,7385.0,5843.0,6036.0,7385.0,0.0,75.36,31.2,959.16,155.58
13.06.15,6966.0,6966.0,4476.0,4476.0,6966.0,0.0,74.34,31.6,921.74,137.7
14.06.15,6869.0,6869.0,4722.0,5504.0,6869.0,0.0,74.59,32.5,960.05,139.72
15.06.15,7200.0,7208.0,5142.0,6019.0,7200.0,0.0,74.7,31.6,985.15,147.2
16.06.15,7300.0,7085.0,4988.0,6018.0,7085.0,194.0,74.78,31.6,959.24,146.31
17.06.15,7297.0,7297.0,5431.0,6051.0,7297.0,0.0,74.87,32.6,996.82,149.24
18.06.15,7500.0,7348.0,5586.0,6184.0,7279.0,200.0,74.77,33.6,998.10,151.16
19.06.15,7650.0,7407.0,5627.0,5685.0,7407.0,219.0,74.41,35.0,989.84,153.51
20.06.15,7700.0,7407.0,5992.0,6265.0,7407.0,264.0,74.15,34.2,1020.69,157.4
21.06.15,7600.0,7472.0,5964.0,6272.0,7397.0,183.0,74.24,33,1041.85,158.51
22.06.15,7365.0,7365.0,5420.0,5845.0,7365.0,0.0,74.37,29.3,1039.36,148.64
23.06.15,7513.0,7513.0,4918.0,5822.0,7513.0,0.0,74.92,30.7,1084.24,148.85
24.06.15,7632.0,7632.0,4973.0,5828.0,7632.0,0.0,76.1,30.5,1042.08,144.64
25.06.15,7343.0,7343.0,4717.0,5521.0,7343.0,0.0,78.22,29.2,993.35,143.84
26.06.15,7212.0,7212.0,4420.0,4858.0,7212.0,0.0,80.92,29.5,936.07,132.66
27.06.15,7121.0,7121.0,4552.0,4970.0,7121.0,0.0,82.57,28.3,991.10,132.92
28.06.15,7475.0,7475.0,4504.0,5496.0,7475.0,0.0,83.94,30,1026.43,136.87
29.06.15,7719.0,7719.0,4857.0,6074.0,7719.0,0.0,84.68,33.4,1077.48,148.41
30.06.15,7802.0,7802.0,5184.0,6116.0,7802.0,0.0,84.68,36,1137.97,154.18
01.07.15,7923.0,7923.0,5675.0,6458.0,7923.0,0.0,85.32,34,1152.32,160.67
02.07.15,7858.0,7858.0,5784.0,6461.0,7858.0,0.0,84.68,32.5,1113.08,156.84
03.07.15,7810.0,7810.0,5345.0,5616.0,7810.0,0.0,85.72,34,1126.30,150.41
04.07.15,7744.0,7744.0,5723.0,6537.0,7744.0,0.0,85.77,35.2,1150.37,161.11
05.07.15,8032.0,8032.0,5645.0,6521.0,8032.0,0.0,85.82,33.0,1147.86,163.7
06.07.15,8122.0,8122.0,5942.0,6697.0,8122.0,0.0,86.0,34.0,1148.52,167.42
08.07.15,7711.0,7711.0,5561.0,6525.0,7711.0,0.0,86.72,32.8,1112.23,156.71
10.07.15,7352.0,7400.0,4749.0,5190.0,7352.0,0.0,88.57,31,1061.81,138.68
09.07.15,7348.0,7348.0,4668.0,5531.0,7348.0,0.0,87.57,28.5,1092.85,157.84
11.07.15,7590.0,7632.0,5237.0,6206.0,7590.0,0.0,89.41,33.6,1106.94,155.2
12.07.15,7972.0,7972.0,5995.0,6624.0,7972.0,0.0,89.9,33.4,1106.37,165.41
13.07.15,7971.0,8027.0,6296.0,6956.0,7971.0,0.0,90.0,35.0,1138.20,162.49
14.07.15,7925.0,7925.0,6457.0,6986.0,7925.0,0.0,90.02,35.5,1109.38,169.89
15.07.15,7304.0,7461.0,5308.0,5553.0,7304.0,0.0,90.01,29.6,1098.37,149.95
16.07.15,7189.0,7189.0,5099.0,5324.0,7189.0,0.0,89.98,30.6,1072.68,143.43
17.07.15,6762.0,6762.0,4159.0,4494.0,6762.0,0.0,90.2,30.0,997.44,128.11
18.07.15,6274.0,6274.0,4214.0,4453.0,6274.0,0.0,90.94,28.3,954.52,121.54
19.07.15,5997.0,5997.0,3544.0,3804.0,5997.0,0.0,92.24,27.2,907.00,107.62
20.07.15,6293.0,6293.0,3725.0,4060.0,6293.0,0.0,93.29,28.5,926.40,113.3
21.07.15,6547.0,6547.0,3769.0,4594.0,6547.0,0.0,94.11,30.7,974.95,118.96
22.07.15,6525.0,6525.0,4303.0,4720.0,6525.0,0.0,94.67,31,993.41,124.45
23.07.15,6782.0,6782.0,4378.0,5220.0,6782.0,0.0,95.01,32.7,991.89,130.13
24.07.15,6508.0,6508.0,4342.0,4676.0,6512.0,0.0,95.38,30,934.08,124.45
25.07.15,7031.0,7031.0,4118.0,5164.0,7030.0,0.0,95.38,30.1,995.74,128.47
26.07.15,6238.0,6238.0,4318.0,5098.0,6225.0,0.0,98.07,31.6,969.80,124.24
27.07.15,6737.0,6737.0,4155.0,5076.0,6737.0,0.0,99.95,27.9,1020.93,124.86
28.07.15,6966.0,6966.0,4448.0,5619.0,6966.0,0.0,101.35,33.2,1079.84,135.79
30.07.15,7028.0,7028.0,5102.0,5545.0,7028.0,0.0,102.66,33.7,1042.35,141.72
31.07.15,5978.0,6056.0,3649.0,4079.0,5978.0,0.0,103.63,26.5,896.46,112.95
01.08.15,6066.0,6066.0,3888.0,4512.0,6066.0,0.0,104.91,29.5,959.09,114.09
02.08.15,7414.0,7414.0,4296.0,5485.0,7414.0,0.0,105.93,30.3,1083.90,130.5
03.08.15,7429.0,7429.0,5095.0,6250.0,7429.0,0.0,106.3,32.4,1130.75,142.66
05.08.15,7845.0,7845.0,5650.0,6467.0,7845.0,0.0,106.46,34.4,1139.45,159.11
08.08.15,7943.0,7943.0,5673.0,5992.0,7943.0,0.0,106.25,34.2,1121.72,158.84
06.08.15,8029.0,8029.0,5841.0,6666.0,8029.0,0.0,106.42,34.1,1118.43,160.96
07.08.15,7569.0,7569.0,5536.0,5750.0,7569.0,0.0,106.36,33.4,1095.97,152.47
09.08.15,8089.0,8089.0,5884.0,6277.0,8089.0,0.0,106.25,34.5,1089.02,163.61
10.08.15,8017.0,8017.0,6063.0,6728.0,8017.0,0.0,106.55,34.4,1053.28,164.51
11.08.15,8126.0,8126.0,6038.0,6781.0,8126.0,0.0,107.04,34.7,1084.73,166.58
12.08.15,8015.0,8015.0,6053.0,6661.0,8015.0,0.0,107.25,33.2,1067.08,164.97
13.08.15,8177.0,8177.0,6261.0,6600.0,8177.0,0.0,107.09,33.3,1046.58,174.54
14.08.15,7773.0,7773.0,5568.0,5908.0,7773.0,0.0,106.96,31.2,1023.80,152.53
15.08.15,7796.0,7796.0,5438.0,6068.0,7796.0,0.0,106.85,33.0,1099.96,153.14
16.08.15,8031.0,8031.0,5552.0,6423.0,8031.0,0.0,106.68,32.5,1092.43,158.34
17.08.15,7877.0,7877.0,5534.0,6262.0,7877.0,0.0,106.56,32.7,1099.55,153.64
18.08.15,7698.0,7698.0,5535.0,5968.0,7698.0,0.0,106.49,32,1070.67,160.52
19.08.15,7840.0,7840.0,5431.0,6237.0,7840.0,0.0,106.73,32.5,1084.99,153.12
21.08.15,7215.0,7215.0,4458.0,5072.0,7215.0,0.0,108.28,29.6,948.48,130.3
22.08.15,7973.0,7973.0,5077.0,5902.0,7973.0,0.0,108.16,33.3,1058.09,149.01
20.08.15,7436.0,7436.0,5257.0,6220.0,7436.0,0.0,107.8,32.5,1015.20,153.53
23.08.15,8118.0,8118.0,5583.0,6369.0,8118.0,0.0,107.87,31.6,1096.07,156.83
24.08.15,7926.0,7926.0,5585.0,6622.0,7926.0,0.0,107.65,33.0,1044.99,160.5
25.08.15,8008.0,8008.0,5784.0,6573.0,8008.0,0.0,107.51,33.2,1106.56,163.66
26.08.15,7941.0,7941.0,5933.0,6569.0,7941.0,0.0,107.65,33.1,1061.55,164.11
27.08.15,7879.0,7879.0,5795.0,6462.0,7879.0,0.0,107.61,33.0,1002.52,164.1
28.08.15,7551.0,7551.0,5301.0,5475.0,7551.0,0.0,107.53,32.5,1010.17,149.48
29.08.15,7909.0,7909.0,5329.0,6055.0,7909.0,0.0,107.38,32.1,1059.10,153.92
30.08.15,7916.0,7916.0,5624.0,6496.0,7916.0,0.0,107.29,31.8,1060.96,158.55
31.08.15,7574.0,7574.0,5316.0,5981.0,7574.0,0.0,107.21,29.8,1000.61,149.64
02.09.15,7743.0,7743.0,5039.0,6034.0,7743.0,0.0,107.98,28.5,1087.82,147.82
03.09.15,7860.0,7860.0,5194.0,6161.0,7860.0,0.0,107.84,30.8,1075.65,152.26
04.09.15,7350.0,7350.0,4847.0,5254.0,7350.0,0.0,107.58,31.0,1017.74,139.75
05.09.15,7724.0,7724.0,5188.0,6202.0,7724.0,0.0,107.54,33.4,1076.41,150.14
06.09.15,7748.0,7761.0,5515.0,6556.0,7748.0,0.0,107.46,33.7,1090.52,154.24
07.09.15,7879.0,7879.0,5820.0,6669.0,7879.0,0.0,107.38,34.1,1084.31,160.61
08.09.15,7787.0,7787.0,5843.0,6747.0,7787.0,0.0,107.39,34.1,1069.11,161.59
09.09.15,7742.0,7862.0,5977.0,6878.0,7742.0,0.0,107.39,34.6,1072.74,168.14
10.09.15,7910.0,7910.0,6222.0,6228.0,7910.0,0.0,107.92,35.4,1084.36,166.04
11.09.15,7646.0,7646.0,5664.0,5976.0,7646.0,0.0,108.02,33.7,1041.97,156.09
12.09.15,7659.0,7659.0,5798.0,6411.0,7659.0,0.0,108.14,34.9,1050.04,158.41
14.09.15,7894.0,7894.0,5983.0,6755.0,7894.0,0.0,108.52,33.6,1052.98,164.66
15.09.15,7529.0,7686.0,5998.0,6572.0,7529.0,0.0,108.55,33.2,1028.36,162.56
16.09.15,7861.0,7861.0,6060.0,6964.0,7861.0,0.0,108.45,33.8,1032.32,165.87
17.09.15,7850.0,7883.0,6393.0,6868.0,7681.0,152.0,108.45,34.5,1036.20,167.12
18.09.15,7850.0,7803.0,6234.0,6324.0,7256.0,535.0,108.32,36.5,1009.50,164.69
19.09.15,7850.0,7704.0,5795.0,6373.0,7704.0,131.0,108.18,28.9,1002.65,159.34
20.09.15,7494.0,7494.0,4998.0,5743.0,7494.0,0.0,108.03,27.3,973.59,146.79
21.09.15,7700.0,7700.0,4697.0,5893.0,7700.0,0.0,107.88,30.7,1010.38,146.43
22.09.15,7553.0,7553.0,5029.0,6022.0,7553.0,0.0,107.8,29.8,1013.33,149.71
23.09.15,6621.0,6621.0,4764.0,5559.0,6621.0,0.0,107.77,29.5,982.50,148.6
24.09.15,6654.0,6654.0,4073.0,4641.0,6654.0,0.0,108.66,31.2,932.11,126.09
25.09.15,6821.0,6821.0,4010.0,4347.0,6821.0,0.0,108.84,34.5,873.60,129.95
26.09.15,6750.0,6750.0,4367.0,4795.0,6750.0,0.0,108.75,34.7,795.35,126.61
27.09.15,6827.0,6827.0,4391.0,5109.0,6827.0,0.0,108.65,33.5,877.66,130.63
28.09.15,7017.0,7017.0,4532.0,5384.0,7017.0,0.0,108.57,33.8,908.00,135.15
29.09.15,7274.0,7274.0,4826.0,5675.0,7274.0,0.0,108.49,34.6,939.50,144.23
30.09.15,7675.0,7675.0,5223.0,6199.0,7675.0,0.0,108.29,35.4,962.09,152.88
01.10.15,7740.0,7740.0,5312.0,6305.0,7740.0,0.0,108.11,35.5,983.87,156.32
02.10.15,7393.0,7393.0,5371.0,5900.0,7393.0,0.0,108.0,35,1031.51,149.12
03.10.15,7817.0,7817.0,5354.0,6248.0,7817.0,0.0,107.93,32.5,1009.24,156.89
04.10.15,7883.0,7883.0,5491.0,6581.0,7883.0,0.0,107.87,34.3,1006.54,160.61
05.10.15,8031.0,8031.0,5712.0,6580.0,7614.0,0.0,107.73,35.2,1014.17,162.33
06.10.15,8162.0,8162.0,5621.0,6535.0,8162.0,0.0,107.62,33.8,1035.20,163.23
07.10.15,8048.0,8048.0,5614.0,6643.0,8048.0,0.0,107.52,33.5,1029.34,168.98
10.10.15,7901.0,7901.0,4945.0,6036.0,7901.0,0.0,108.98,33.1,954.93,151.97
08.10.15,7742.0,7742.0,5466.0,6348.0,7742.0,0.0,107.78,28.4,991.40,154.9
09.10.15,7635.0,7635.0,4751.0,5605.0,7635.0,0.0,107.78,32.4,942.26,142.88
11.10.15,8002.0,8002.0,5220.0,6429.0,8002.0,0.0,108.75,32,1024.30,153.47
12.10.15,7680.0,7680.0,5206.0,6407.0,7680.0,0.0,108.76,30.2,1031.18,152.4
13.10.15,7390.0,7390.0,5033.0,6110.0,7390.0,0.0,108.62,30.7,1008.98,145.87
14.10.15,7565.0,7565.0,4833.0,6023.0,7565.0,0.0,108.55,30.6,977.62,142.68
15.10.15,7610.0,7610.0,4862.0,6272.0,7610.0,0.0,108.45,31.0,952.85,143.82
16.10.15,7293.0,7293.0,4634.0,5384.0,7293.0,0.0,108.29,32.6,979.71,136.63
17.10.15,7834.0,7834.0,4782.0,5908.0,7834.0,0.0,108.19,32.4,1038.38,145.55
18.10.15,7994.0,7994.0,5188.0,6493.0,7994.0,0.0,108.08,33.0,1013.72,156.05
19.10.15,7728.0,7728.0,5185.0,6561.0,7728.0,0.0,107.85,33.0,987.12,154.67
20.10.15,7802.0,7802.0,5265.0,6608.0,7802.0,0.0,107.69,32.8,997.14,155.56
21.10.15,7849.0,7849.0,5212.0,6757.0,7849.0,0.0,107.48,32.6,1023.85,156.7
22.10.15,7892.0,7892.0,5263.0,6370.0,7892.0,0.0,107.27,32.5,1005.11,162.33
23.10.15,7254.0,7254.0,4822.0,5224.0,7254.0,0.0,107.01,32.7,974.65,138.35
24.10.15,7348.0,7348.0,4558.0,5617.0,7348.0,0.0,106.8,32.8,1060.78,137.55
25.10.15,7661.0,7661.0,4691.0,6298.0,7661.0,0.0,106.67,32.4,1031.57,143.31
26.10.15,7591.0,7591.0,4812.0,6006.0,7591.0,0.0,106.36,32.3,1024.90,142.86
27.10.15,7603.0,7603.0,4763.0,6106.0,7603.0,0.0,106.09,32,1029.98,146.33
28.10.15,7610.0,7610.0,4811.0,6122.0,7610.0,0.0,105.86,31.4,1015.34,141.62
29.10.15,7485.0,7485.0,4872.0,6056.0,7485.0,0.0,105.57,32.0,1013.50,141.72
30.10.15,6921.0,6921.0,4518.0,4960.0,6921.0,0.0,105.35,31.1,1022.59,127.2
31.10.15,7264.0,7264.0,4484.0,5297.0,7264.0,0.0,105.14,30.4,992.57,129.73
01.11.15,7142.0,7142.0,4541.0,5764.0,7142.0,0.0,104.92,29.3,1000.72,134.25
02.11.15,7462.0,7462.0,4340.0,5657.0,7462.0,0.0,104.76,30.0,1010.20,131.1
03.11.15,7379.0,7379.0,4463.0,5835.0,7379.0,0.0,104.55,31.4,1019.97,135.16
04.11.15,7212.0,7212.0,4715.0,6084.0,7212.0,0.0,104.37,32.9,995.15,139.2
05.11.15,7228.0,7228.0,4702.0,6009.0,7228.0,0.0,104.22,31.2,1009.23,139.58
06.11.15,6755.0,6755.0,4314.0,4663.0,6755.0,0.0,104.02,32,963.86,122.58
07.11.15,7305.0,7305.0,4280.0,5254.0,7305.0,0.0,103.83,31.5,1027.63,127.37
08.11.15,7101.0,7101.0,4365.0,5692.0,7101.0,0.0,103.69,31.2,1002.55,130.14
11.11.15,7302.0,7302.0,4272.0,5473.0,7302.0,0.0,103.41,30.6,987.11,128.4
12.11.15,7246.0,7246.0,4265.0,5558.0,7246.0,0.0,103.25,31.0,1001.82,130.92
13.11.15,6470.0,6470.0,4012.0,4327.0,6470.0,0.0,103.15,30.5,923.04,113.46
14.11.15,6968.0,6968.0,3903.0,5065.0,6968.0,0.0,103.07,30.6,959.57,121.64
15.11.15,7349.0,7349.0,4308.0,5513.0,7349.0,0.0,103.0,29.3,968.54,127.83
16.11.15,7263.0,7263.0,4234.0,5458.0,7263.0,0.0,102.88,30.5,1007.36,128.33
17.11.15,7096.0,7096.0,4231.0,5242.0,7096.0,0.0,102.77,28.5,997.49,127.27
18.11.15,7072.0,7072.0,4070.0,5293.0,7072.0,0.0,102.77,28.5,957.14,125.36
19.11.15,7029.0,7029.0,4055.0,5138.0,7029.0,0.0,102.7,29.5,949.60,123.69
20.11.15,6312.0,6312.0,3921.0,4210.0,6312.0,0.0,102.53,31.6,884.32,109.25
21.11.15,7042.0,7042.0,3761.0,4960.0,7042.0,0.0,102.45,31.8,965.03,119.44
22.11.15,7010.0,7010.0,4056.0,5276.0,7010.0,0.0,102.35,31.4,975.49,122.86
23.11.15,7030.0,7030.0,4001.0,5279.0,7030.0,0.0,102.26,30.2,950.48,125.01
24.11.15,6934.0,6934.0,4013.0,5275.0,6934.0,0.0,102.18,30.0,925.81,122.9
25.11.15,6915.0,6915.0,3895.0,5158.0,6915.0,0.0,102.06,29,923.13,122.49
26.11.15,6871.0,6871.0,4000.0,5133.0,6871.0,0.0,101.96,28.5,932.41,121.36
27.11.15,6053.0,6053.0,3829.0,4165.0,6053.0,0.0,101.87,27.6,869.49,106.44
28.11.15,6736.0,6736.0,3558.0,4671.0,6736.0,0.0,101.75,28.6,922.41,114.31
29.11.15,6911.0,6911.0,3860.0,5290.0,6911.0,0.0,101.64,29.8,970.42,120.61
01.12.15,6886.0,6886.0,3842.0,5224.0,6886.0,0.0,101.59,30.3,920.06,121.4
05.12.15,6602.0,6602.0,3659.0,4554.0,6602.0,0.0,100.99,29.3,897.85,113.39
06.12.15,6746.0,6746.0,3786.0,4900.0,6746.0,0.0,100.87,27.4,901.31,113.77
07.12.15,6759.0,6759.0,3806.0,5008.0,6759.0,0.0,100.75,25.8,888.17,118.02
02.12.15,6925.0,6925.0,3918.0,5248.0,6925.0,0.0,101.32,28.0,899.76,120.39
03.12.15,6804.0,6804.0,3940.0,5081.0,6804.0,0.0,101.2,29.2,865.74,120.46
04.12.15,6073.0,6076.0,3741.0,4129.0,6076.0,0.0,101.11,27.5,824.43,105.05
08.12.15,6687.0,6687.0,3817.0,5079.0,6687.0,0.0,100.63,26.4,915.93,118.72
09.12.15,6730.0,6730.0,3816.0,4938.0,6730.0,0.0,100.51,27.7,921.12,116.47
10.12.15,6724.0,6724.0,3726.0,4990.0,6724.0,0.0,100.51,27.4,934.45,118.87
11.12.15,6003.0,6003.0,3651.0,4161.0,6003.0,0.0,100.39,26.7,885.59,106.02
12.12.15,6713.0,6713.0,3533.0,4723.0,6713.0,0.0,100.2,27.5,974.99,113.85
13.12.15,6706.0,6706.0,3734.0,5158.0,6706.0,0.0,100.12,27.6,975.08,118.09
14.12.15,6749.0,6749.0,3763.0,5007.0,6749.0,0.0,100.07,24.8,922.80,118.57
15.12.15,6736.0,6736.0,3730.0,4768.0,6736.0,0.0,100.01,24.2,867.03,115.85
16.12.15,5821.0,5821.0,3498.0,3895.0,5821.0,0.0,99.97,24.5,849.42,102.6
17.12.15,6444.0,6444.0,3235.0,4430.0,6444.0,0.0,99.92,24.4,937.69,107.17
18.12.15,5831.0,5831.0,3410.0,3770.0,5831.0,0.0,99.86,22.2,837.54,100.31
19.12.15,6493.0,6493.0,3303.0,4596.0,6493.0,0.0,99.81,23.6,896.09,109.94
20.12.15,6424.0,6424.0,3487.0,4763.0,6424.0,0.0,99.79,24.0,907.30,111.14
21.12.15,6560.0,6560.0,3528.0,4763.0,6560.0,0.0,99.73,24.0,913.19,112.99
22.12.15,6576.0,6576.0,3546.0,4866.0,6576.0,0.0,99.69,25.5,923.09,114.21
23.12.15,6558.0,6558.0,3582.0,4783.0,6558.0,0.0,99.64,25.5,908.42,112.87
24.12.15,6548.0,6548.0,3607.0,4954.0,6548.0,0.0,99.61,25.5,904.92,114.18
24.12.15,6548.0,6548.0,3607.0,4954.0,6548.0,0.0,99.61,25.5,904.92,114.18
24.12.15,6548.0,6548.0,3607.0,4954.0,6548.0,0.0,99.61,25.5,904.92,114.18
27.12.15,6667.0,6667.0,3309.0,4777.0,6667.0,0.0,99.44,25.2,906.76,113.33
28.12.15,6636.0,6636.0,3574.0,4970.0,6636.0,0.0,99.37,25.4,911.02,114.57
29.12.15,6656.0,6656.0,3538.0,4960.0,6656.0,0.0,99.32,26.0,904.44,115.42
30.12.15,6557.0,6557.0,3543.0,4964.0,6557.0,0.0,99.27,25.8,891.91,111.55
31.12.15,6553.0,6553.0,3451.0,5039.0,6553.0,0.0,99.2,26.4,879.39,115.33
01.01.15,5891.0,5891.0,3590.0,4275.0,5891.0,0.0,99.16,27.6,839.82,104.07
02.01.15,6538.0,6538.0,3399.0,4742.0,6538.0,0.0,99.14,27.0,902.62,111.69
03.01.16,6635.0,6635.0,3586.0,4944.0,6635.0,0.0,99.1,25.8,880.89,115.93
04.01.16,6694.0,6694.0,3647.0,4934.0,6694.0,0.0,99.05,26.5,863.28,116.21
05.01.16,6672.0,6672.0,3716.0,4938.0,6672.0,0.0,99.01,25.8,871.71,116.31
06.01.15,6707.0,6707.0,3732.0,5015.0,6707.0,0.0,98.95,26.0,845.68,117.48
07.01.16,6754.0,6754.0,3649.0,4894.0,6754.0,0.0,98.89,26.0,882.40,118.21
08.01.16,6157.0,6157.0,3779.0,4370.0,6157.0,0.0,98.83,26.8,841.97,108.33
09.01.15,6775.0,6775.0,3512.0,4792.0,6775.0,0.0,98.76,25.2,902.26,114.57
11.01.16,6766.0,6766.0,3685.0,5037.0,6766.0,0.0,98.65,25.1,888.16,116.81
12.01.16,6778.0,6778.0,3722.0,5153.0,6778.0,0.0,98.6,24.5,915.29,120.02
13.01.16,6883.0,6883.0,3766.0,5230.0,6883.0,0.0,98.56,24.1,922.87,120.82
14.01.16,6794.0,6794.0,3869.0,5386.0,6794.0,0.0,98.52,25.4,931.31,128.41
16.01.16,6311.0,6884.0,3593.0,5064.0,6884.0,0.0,98.44,26.6,937.14,109.24
15.01.16,6311.0,6311.0,3859.0,4595.0,6311.0,0.0,98.48,26.0,890.25,109.24
17.01.16,6983.0,6983.0,3871.0,5200.0,6983.0,0.0,98.39,25.4,943.84,130.37
18.01.16,6946.0,6946.0,3902.0,5316.0,6946.0,0.0,98.33,25.7,929.17,124.47
19.01.16,6937.0,6937.0,3917.0,5440.0,6937.0,0.0,98.25,25.4,879.63,126.82
20.01.16,6484.0,6484.0,3305.0,5121.0,6484.0,0.0,98.19,22.8,846.72,116.01
21.01.16,6840.0,6840.0,3725.0,5338.0,6840.0,0.0,98.11,22.7,878.56,122.71
22.01.16,6242.0,6242.0,3891.0,4763.0,6242.0,0.0,98.05,20,893.58,110.67
23.01.16,6939.0,6939.0,3594.0,5305.0,6939.0,0.0,98.02,20.8,958.54,120.48
24.01.16,6954.0,6954.0,3883.0,5669.0,6954.0,0.0,97.96,22.0,901.85,124.78
25.01.16,7080.0,7080.0,3801.0,5611.0,7080.0,0.0,97.89,23.1,848.69,121.45
26.01.16,6796.0,6796.0,3993.0,5562.0,6796.0,0.0,97.77,22.1,854.53,125.27
27.01.16,6870.0,6870.0,3993.0,5514.0,6870.0,0.0,97.71,25.0,861.60,126.87
28.01.16,7065.0,7065.0,3855.0,5671.0,7065.0,0.0,97.65,25.8,857.46,128.01
29.01.16,6454.0,6454.0,4091.0,4968.0,6454.0,0.0,97.57,25.2,829.17,116.78
29.01.16,6454.0,6454.0,4091.0,4968.0,6454.0,0.0,97.57,25.2,829.17,116.78
31.01.16,7052.0,7052.0,3970.0,5766.0,7052.0,0.0,97.38,26.0,896.61,129.31
01.02.16,7024.0,7024.0,4007.0,5837.0,7024.0,0.0,97.29,28.0,870.14,129.44
02.02.16,7042.0,7042.0,4039.0,5813.0,7042.0,0.0,97.19,28.6,850.85,132.87
03.02.16,7041.0,7041.0,4160.0,5901.0,7041.0,0.0,97.11,27.8,898.71,124.89
04.02.16,6881.0,6881.0,4114.0,5662.0,6881.0,0.0,97.0,26.6,886.34,129.35
05.02.16,6300.0,6300.0,4053.0,4836.0,6300.0,0.0,96.93,26.7,844.94,114.63
06.02.16,7074.0,7074.0,3727.0,5338.0,7074.0,0.0,96.86,26.8,859.44,123.7
07.02.16,7127.0,7127.0,4101.0,5755.0,7127.0,0.0,96.81,28.4,898.56,128.57
08.02.16,7155.0,7155.0,4079.0,5692.0,7155.0,0.0,96.71,29.1,871.77,129.51
09.02.16,7214.0,7214.0,3820.0,5868.0,7214.0,0.0,96.65,27.5,902.29,130.45
09.02.16,7214.0,7214.0,3820.0,5868.0,7214.0,0.0,96.65,27.5,902.29,130.45
11.02.16,7153.0,7153.0,4192.0,5885.0,7101.0,0.0,96.45,27.9,918.10,134.6
12.02.16,6584.0,6584.0,3746.0,4745.0,6584.0,0.0,96.39,29.5,891.71,117.76
13.02.16,7160.0,7160.0,3976.0,5679.0,7160.0,0.0,96.36,29.0,943.89,129.06
14.02.16,7314.0,7314.0,4323.0,6001.0,7314.0,0.0,96.3,28.6,941.74,148.81
15.02.16,7525.0,7525.0,4423.0,6040.0,7525.0,0.0,96.23,30.6,958.51,138.64
16.02.16,7521.0,7521.0,4583.0,6333.0,7521.0,0.0,96.17,31.5,943.36,142.17
17.02.16,7448.0,7448.0,4653.0,5938.0,7448.0,0.0,96.1,31.0,938.00,139.81
18.02.16,7474.0,7474.0,4784.0,6342.0,7474.0,0.0,96.03,31.0,920.78,143.08
19.02.16,7055.0,7055.0,4872.0,5410.0,7055.0,0.0,95.84,33.6,914.55,132.83
20.02.16,7497.0,7497.0,4734.0,5748.0,7497.0,0.0,95.71,34.0,939.47,141.27
21.02.16,0.0,7130.0,5099.0,5524.0,7130.0,0.0,95.41,34.0,952.43,138.65
22.02.16,7679.0,7679.0,5095.0,6192.0,7679.0,0.0,95.04,31.4,996.04,145.63
23.02.16,7628.0,7628.0,5136.0,6689.0,7628.0,0.0,94.83,31,967.12,149.51
24.02.16,7147.0,7147.0,4554.0,5656.0,7147.0,0.0,94.59,26.4,891.19,132.25
25.02.16,7475.0,7475.0,4093.0,6076.0,7475.0,0.0,94.51,30.4,945.57,134.02
26.02.16,7010.0,7010.0,4771.0,5071.0,6769.0,0.0,94.29,31.2,926.66,129.2
27.02.16,7614.0,7614.0,4650.0,5915.0,7614.0,0.0,94.05,31.2,921.26,141.41
28.02.16,7617.0,7617.0,5036.0,6597.0,7617.0,0.0,93.76,31.3,924.64,145.8
29.02.16,7729.0,7729.0,5125.0,6469.0,7729.0,0.0,93.66,31.9,920.73,148.46
01.03.16,7881.0,7881.0,5103.0,6771.0,7881.0,0.0,93.38,32.1,906.29,150.45
02.03.16,7784.0,7784.0,5127.0,6683.0,7784.0,0.0,93.11,32.4,914.73,150.15
03.03.16,7775.0,7775.0,5212.0,6668.0,7775.0,0.0,92.11,33.0,911.97,152.16
04.03.16,7413.0,7413.0,5149.0,5485.0,7413.0,0.0,92.69,33.5,943.88,139.42
05.03.16,8002.0,8002.0,5125.0,6127.0,8002.0,0.0,92.48,33.4,954.77,148.26
